5.200000000000000178e-01 7.903797191007204404e-02 2.429757739030955044e+00
1.790000000000000036e+00 8.399700915150321023e-02 2.354297566975830147e+00
4.525000000000000355e+00 1.757626174774247207e-01 1.121978695828608208e+00
9.915000000000000924e+00 7.525433224472377614e-02 2.308558780380255193e+00
1.544999999999999929e+00 9.246154833650967186e-02 2.495621000902478404e+00
3.254999999999999893e+00 1.447275506990924054e-01 1.516705279681789476e+00
4.025000000000000355e+00 6.941146277900839268e-02 2.557943851438214899e+00
6.275000000000000355e+00 8.643999493738721562e-02 2.602831255809349820e+00
4.105000000000000426e+00 7.728918947293215991e-02 2.501409413863172837e+00
2.250000000000000056e-01 1.287468864132886581e-01 2.101280993912494566e+00
9.660000000000000142e+00 9.986980408583910618e-02 2.695714656629520256e+00
6.049999999999999822e+00 1.193159507641395473e-01 2.411167475895832801e+00
4.615000000000000213e+00 2.014022550028129466e-01 2.249112321388081481e-01
5.490000000000000213e+00 1.256349928638924029e-01 1.803216028282369487e+00
9.009999999999999787e+00 1.163374215512851667e-01 1.685447242573826498e+00
8.855000000000000426e+00 8.920173692546762290e-02 2.228501057531226959e+00
7.799999999999999822e+00 1.128512254062655623e-01 1.918520891186196398e+00
2.830000000000000071e+00 7.855305529615423665e-02 2.481556259681090282e+00
8.750000000000000000e+00 7.890611406091926905e-02 2.400595946482706466e+00
1.709999999999999964e+00 7.445624759262940706e-02 2.511921703059940558e+00
4.544999999999999929e+00 1.806721420809716538e-01 1.006830003580333477e+00
2.200000000000000011e-01 1.279631748272019587e-01 2.224679647218018808e+00
1.499999999999999944e-01 1.457134695624816012e-01 1.482521452629921521e+00
4.139999999999999680e+00 8.319117550361376789e-02 2.191153858054627701e+00
4.780000000000000249e+00 1.453730848060433845e-01 1.700733471728905988e+00
5.360000000000000320e+00 9.253591732030062855e-02 2.131093064961516959e+00
9.070000000000000284e+00 1.355346075112132120e-01 1.532435594138530810e+00
4.745000000000000107e+00 1.608006220732139113e-01 1.346221948157485526e+00
3.785000000000000142e+00 1.121628939967734689e-01 2.506259898543859332e+00
8.089999999999999858e+00 2.064793207335882952e-01 7.416895382130542225e-02
5.700000000000000178e+00 1.716454074979801292e-01 1.146539527991797147e+00
9.749999999999999778e-01 1.494741558918402102e-01 1.233076963891844846e+00
5.645000000000000462e+00 1.592368563688711103e-01 1.340219661147502794e+00
4.120000000000000107e+00 8.065373387505808678e-02 2.152488463943233565e+00
3.780000000000000249e+00 1.087824657483241059e-01 2.687355146859563781e+00
1.324999999999999956e+00 1.435133540881787240e-01 1.898352294880914837e+00
6.759999999999999787e+00 1.473289419261945565e-01 1.508713665539312521e+00
9.075000000000001066e+00 1.527497312589628509e-01 1.539832928203469953e+00
5.145000000000000462e+00 7.983593857201251587e-02 2.557918524891265033e+00
1.375000000000000000e+00 1.253521697450753758e-01 2.284918745807938745e+00
6.500000000000000222e-02 1.837319921942697776e-01 4.398341505631640502e-01
5.554999999999999716e+00 1.331902054308085614e-01 1.624711791199982214e+00
5.799999999999999600e-01 8.235401211440439295e-02 2.392626906481224669e+00
1.574999999999999956e+00 8.546463819244758120e-02 2.661777075207458765e+00
1.945000000000000062e+00 9.500085981369811583e-02 1.817833654172531732e+00
7.950000000000000400e-01 1.151668348802209058e-01 1.840618860318786743e+00
6.025000000000000355e+00 1.261533499302885941e-01 2.333621494656571205e+00
7.665000000000000036e+00 8.557978165983863572e-02 2.222922309105871186e+00
8.050000000000000711e+00 1.757828624191094813e-01 1.023972492330220696e+00
5.040000000000000036e+00 9.242684237803207303e-02 2.710631609059980018e+00
9.460000000000000853e+00 1.420873682017937123e-01 1.928243439324349273e+00
7.919999999999999929e+00 1.472865962680307839e-01 1.494631977046463112e+00
2.805000000000000160e+00 8.024557461888993937e-02 2.559911786506634535e+00
3.145000000000000018e+00 1.139249260396526242e-01 1.821587035574907087e+00
9.450000000000000622e-01 1.491636732917225872e-01 1.493486836700083309e+00
2.055000000000000160e+00 1.339076154494137083e-01 1.747201053372461566e+00
9.535000000000000142e+00 1.250346395483515061e-01 2.453076647341338123e+00
9.425000000000000711e+00 1.506405256469277865e-01 1.453801191945400140e+00
5.070000000000000284e+00 8.649661441690877084e-02 2.496294963606437989e+00
8.255000000000000782e+00 1.483061818641427110e-01 1.357471062349176139e+00
9.019999999999999574e+00 1.245425181634286643e-01 1.560459392055122185e+00
3.140000000000000124e+00 1.089778734949804068e-01 1.907169145919257014e+00
8.144999999999999574e+00 1.860471020036384426e-01 3.292239818237601146e-01
4.129999999999999893e+00 8.371399694880470033e-02 2.295553239915423038e+00
7.285000000000000142e+00 1.095927800074115999e-01 2.702340652632403639e+00
6.509999999999999787e+00 9.171289285762800059e-02 2.110999041755014183e+00
9.710000000000000853e+00 9.158998966557570232e-02 2.667289021791142023e+00
5.250000000000000000e+00 8.038104034841286882e-02 2.219506941856601134e+00
2.504999999999999893e+00 1.290407037593450379e-01 2.005409592207859415e+00
6.629999999999999893e+00 1.142148302190444664e-01 1.941657986586029283e+00
3.604999999999999982e+00 1.428997498443961012e-01 1.502735830618363133e+00
4.304999999999999716e+00 1.122999010798902408e-01 1.868138302951064533e+00
6.549999999999999822e+00 9.855750039097775639e-02 2.063450495139750984e+00
8.585000000000000853e+00 8.260531435293975988e-02 2.638909017120778522e+00
1.700000000000000122e-01 1.472818175096710369e-01 1.783827691019355788e+00
8.050000000000000488e-01 1.108576602280137713e-01 2.008715351689768003e+00
3.560000000000000053e+00 1.696424059966474829e-01 1.063853294688063666e+00
2.099999999999999922e-01 1.270323744027131996e-01 2.025297676845121408e+00
6.594999999999999751e+00 1.080719419900486727e-01 1.911698264088179888e+00
4.844999999999999751e+00 1.313577476085052431e-01 2.106926908989003699e+00
1.344999999999999973e+00 1.325843782182744013e-01 2.077147708991080588e+00
8.699999999999999956e-01 1.305526190777850648e-01 1.761421952478495534e+00
8.575000000000001066e+00 8.626049082671662094e-02 2.608994348687051268e+00
8.700000000000001066e+00 7.197356803121214563e-02 2.492455795014135944e+00
1.640000000000000124e+00 8.030804737805399829e-02 2.524815564236601695e+00
2.495000000000000107e+00 1.267506189589986954e-01 2.151436068993270112e+00
5.000000000000000000e-01 8.108520012714771907e-02 2.582433774338444010e+00
1.235000000000000098e+00 1.734437829551413457e-01 9.124123256269026649e-01
8.335000000000000853e+00 1.291041420868536682e-01 2.158114618532129825e+00
2.589999999999999858e+00 1.201179840672898513e-01 2.445444590569569421e+00
9.935000000000000497e+00 8.086831602907479377e-02 2.418762356765385313e+00
1.564999999999999947e+00 9.376591373299530963e-02 2.565662969587449105e+00
3.845000000000000195e+00 9.124074304733226226e-02 2.708729853421572908e+00
4.169999999999999929e+00 8.676617348065224222e-02 2.158340849862530497e+00
9.505000000000000782e+00 1.322393572794166028e-01 2.265515298963419077e+00
2.500000000000000000e-01 1.222613090826078497e-01 2.293786610657792213e+00
2.040000000000000036e+00 1.320368465067906227e-01 1.638361723906581968e+00
7.249999999999999778e-01 9.342947900744122403e-02 2.000602905165204781e+00
7.560000000000000497e+00 7.785316619237359070e-02 2.401612908522947620e+00
1.969999999999999973e+00 1.165178881793134946e-01 1.885737196423796558e+00
7.105000000000000426e+00 1.480808531768991465e-01 1.574484890589514352e+00
9.734999999999999432e+00 8.080882417326785971e-02 2.607190201366227811e+00
6.165000000000000036e+00 9.570969800396673943e-02 2.534790952656613694e+00
7.065000000000000391e+00 1.601853521847542705e-01 1.116013119097893469e+00
2.425000000000000266e+00 1.504655844034641643e-01 1.464610652067515728e+00
5.849999999999999645e-01 8.732354585038808181e-02 2.378495033876800058e+00
